"","QuerySeq","Subject","Identity","AlignLength","Mismatches","GapOpenings","QStart","QEnd","SStart","SEnd","EValue","Bitscore","Species","QuerySeq_sub","Function","Group"
"528","sp|Q9NRR4|RNC_HUMAN","Platygyra_carnosus_10576",39.655,58,35,0,1142,1199,122,179,4.83e-10,60.5,"pcar","Q9NRR4","Human: RNase III – primary cleavage of pri-miRNA (Drosha)","Coral"
"529","sp|Q9UPY3|DICER_HUMAN","Platygyra_carnosus_44039",35.829,1055,568,23,45,1077,13,980,1.85e-174,573,"pcar","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Coral"
"530","sp|Q9UPY3|DICER_HUMAN","Platygyra_carnosus_44039",44.173,369,169,9,1552,1912,1218,1557,1.34e-77,285,"pcar","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Coral"
"531","sp|Q9UPY3|DICER_HUMAN","Platygyra_carnosus_44039",36.31,168,101,2,1279,1441,1025,1191,4.2e-20,98.2,"pcar","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Coral"
"532","sp|Q9UPY3|DICER_HUMAN","Platygyra_carnosus_44039",30.667,75,45,2,1679,1751,1039,1108,5.5,32,"pcar","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Coral"
"533","sp|Q8WYQ5|DGCR8_HUMAN","Platygyra_carnosus_19926",36.667,180,107,2,595,773,1,174,4.77e-34,128,"pcar","Q8WYQ5","Human: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (DGCR8 / Pasha)","Coral"
"535","sp|Q9BXP5|SRRT_HUMAN","Platygyra_carnosus_34155",47.156,545,228,12,363,865,92,618,2.92e-144,441,"pcar","Q9BXP5","Humann: Zinc finger co-factor for DCL1-HYL1 complex (ARS2)","Coral"
"536","sp|Q9HAV4|XPO5_HUMAN","Platygyra_carnosus_43865",31.64,433,277,11,778,1204,1,420,1.36e-63,223,"pcar","Q9HAV4","Human: Nuclear export of pre-miRNA or miRNA (Exportin-5)","Coral"
"537","sp|Q5T8I9|HENMT_HUMAN","Platygyra_carnosus_39012",44.33,194,104,2,42,231,1,194,3.41e-55,181,"pcar","Q5T8I9","Human: Methyltransferase — 2′-O-methylation of miRNAs (HENM1; for piRNAs)","Coral"
"538","sp|Q9UL18|AGO1_HUMAN","Platygyra_carnosus_19506",67.458,842,268,5,21,857,23,863,0,1210,"pcar","Q9UL18","Human: miRNA effector — guides RISC (AGO1)","Coral"
"539","sp|Q9UKV8|AGO2_HUMAN","Platygyra_carnosus_19506",69.385,846,251,6,20,859,20,863,0,1233,"pcar","Q9UKV8","Human: miRNA effector — guides RISC (AGO2)","Coral"
"540","sp|Q9SP32|DCL1_ARATH","Platygyra_carnosus_44039",29.653,951,543,30,241,1149,4,870,5.84e-88,318,"pcar","Q9SP32","Plant: RNase III — cleaves pre-miRNA (DCL1)","Coral"
"541","sp|Q9SP32|DCL1_ARATH","Platygyra_carnosus_44039",33.142,522,262,16,1359,1797,1043,1560,2.59e-56,216,"pcar","Q9SP32","Plant: RNase III — cleaves pre-miRNA (DCL1)","Coral"
"542","sp|Q9SP32|DCL1_ARATH","Platygyra_carnosus_44039",31.973,147,83,5,1207,1351,847,978,2.7e-10,65.9,"pcar","Q9SP32","Plant: RNase III — cleaves pre-miRNA (DCL1)","Coral"
"543","sp|O04492|DRB1_ARATH","Platygyra_carnosus_37476",27.647,170,102,5,18,177,5,163,0.009,37,"pcar","O04492","Plant: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (HYL1)","Coral"
"544","sp|Q9ZVD0|SRRT_ARATH","Platygyra_carnosus_34155",26.22,164,98,6,400,550,367,520,0.000205,44.7,"pcar","Q9ZVD0","Plant: Zinc finger co-factor for DCL1-HYL1 complex (Serrate)","Coral"
"545","sp|Q0WP44|HASTY_ARATH","Platygyra_carnosus_43865",21.374,393,279,12,770,1153,2,373,5.87e-09,59.7,"pcar","Q0WP44","Plant: Nuclear export of pre-miRNA or miRNA (Hasty)","Coral"
"546","sp|Q9C5Q8|HEN1_ARATH","Platygyra_carnosus_39012",35.371,229,125,5,709,929,2,215,2.46e-36,137,"pcar","Q9C5Q8","Plant: Methyltransferase — 2′-O-methylation of miRNAs (Hen1)","Coral"
"547","sp|O04379|AGO1_ARATH","Platygyra_carnosus_19506",43.816,849,425,16,177,1009,23,835,0,710,"pcar","O04379","Plant: miRNA effector — guides RISC (AGO1)","Coral"
"548","sp|Q9ZVD5|AGO4_ARATH","Platygyra_carnosus_19506",34.286,910,502,27,47,923,16,862,2.6e-142,444,"pcar","Q9ZVD5","Plant: miRNA effector — guides RISC (AGO4)","Coral"
"549","sp|Q9NRR4|RNC_HUMAN","Pocillopora_damicornis_20089",24.138,261,147,10,1107,1330,9,255,1.11e-06,50.1,"pdam","Q9NRR4","Human: RNase III – primary cleavage of pri-miRNA (Drosha)","Coral"
"550","sp|Q9NRR4|RNC_HUMAN","Pocillopora_damicornis_20089",43.86,57,32,0,966,1022,46,102,1.3e-06,50.1,"pdam","Q9NRR4","Human: RNase III – primary cleavage of pri-miRNA (Drosha)","Coral"
"551","sp|Q9UPY3|DICER_HUMAN","Pocillopora_damicornis_20089",49.049,263,126,5,1662,1919,5,264,3.33e-73,244,"pdam","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Coral"
"552","sp|Q9UPY3|DICER_HUMAN","Pocillopora_damicornis_20089",36.585,41,26,0,1313,1353,46,86,1.5,31.6,"pdam","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Coral"
"553","sp|Q8WYQ5|DGCR8_HUMAN","Pocillopora_damicornis_12054",38.71,155,94,1,594,748,19,172,5.61e-35,130,"pdam","Q8WYQ5","Human: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (DGCR8 / Pasha)","Coral"
"556","sp|Q9BXP5|SRRT_HUMAN","Pocillopora_damicornis_2663",48.958,480,192,11,432,876,7,468,3.74e-136,412,"pdam","Q9BXP5","Humann: Zinc finger co-factor for DCL1-HYL1 complex (ARS2)","Coral"
"557","sp|Q9HAV4|XPO5_HUMAN","Pocillopora_damicornis_6025",32.93,413,253,13,802,1204,3,401,2.81e-61,214,"pdam","Q9HAV4","Human: Nuclear export of pre-miRNA or miRNA (Exportin-5)","Coral"
"558","sp|Q5T8I9|HENMT_HUMAN","Pocillopora_damicornis_22843",38.462,39,23,1,292,330,75,112,1.2,28.5,"pdam","Q5T8I9","Human: Methyltransferase — 2′-O-methylation of miRNAs (HENM1; for piRNAs)","Coral"
"559","sp|Q9UL18|AGO1_HUMAN","Pocillopora_damicornis_15916",54.847,392,156,5,472,856,1,378,6.14e-144,429,"pdam","Q9UL18","Human: miRNA effector — guides RISC (AGO1)","Coral"
"560","sp|Q9UKV8|AGO2_HUMAN","Pocillopora_damicornis_15916",56.888,392,148,5,474,858,1,378,2.71e-151,447,"pdam","Q9UKV8","Human: miRNA effector — guides RISC (AGO2)","Coral"
"561","sp|Q9SP32|DCL1_ARATH","Pocillopora_damicornis_20089",38.431,255,139,4,1565,1804,16,267,8.23e-45,162,"pdam","Q9SP32","Plant: RNase III — cleaves pre-miRNA (DCL1)","Coral"
"562","sp|Q9SP32|DCL1_ARATH","Pocillopora_damicornis_20089",26.38,163,99,3,1359,1518,27,171,7.4e-08,54.3,"pdam","Q9SP32","Plant: RNase III — cleaves pre-miRNA (DCL1)","Coral"
"563","sp|O04492|DRB1_ARATH","Pocillopora_damicornis_4894",35.714,84,49,1,85,168,124,202,1.55e-07,50.1,"pdam","O04492","Plant: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (HYL1)","Coral"
"564","sp|O04492|DRB1_ARATH","Pocillopora_damicornis_4894",38.806,67,36,2,17,83,142,203,3.89e-05,42.7,"pdam","O04492","Plant: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (HYL1)","Coral"
"565","sp|Q9ZVD0|SRRT_ARATH","Pocillopora_damicornis_2663",25.767,163,100,6,400,550,205,358,2.29e-05,45.8,"pdam","Q9ZVD0","Plant: Zinc finger co-factor for DCL1-HYL1 complex (Serrate)","Coral"
"566","sp|Q0WP44|HASTY_ARATH","Pocillopora_damicornis_6025",21.944,319,226,10,840,1147,40,346,5.39e-11,64.3,"pdam","Q0WP44","Plant: Nuclear export of pre-miRNA or miRNA (Hasty)","Coral"
"567","sp|Q9C5Q8|HEN1_ARATH","Pocillopora_damicornis_7766",37.288,59,28,3,49,98,14,72,0.81,30.8,"pdam","Q9C5Q8","Plant: Methyltransferase — 2′-O-methylation of miRNAs (Hen1)","Coral"
"568","sp|O04379|AGO1_ARATH","Pocillopora_damicornis_15916",48.214,392,171,8,634,1019,9,374,4.55e-107,337,"pdam","O04379","Plant: miRNA effector — guides RISC (AGO1)","Coral"
"569","sp|Q9ZVD5|AGO4_ARATH","Pocillopora_damicornis_15916",42.169,332,163,9,560,877,28,344,4.65e-75,249,"pdam","Q9ZVD5","Plant: miRNA effector — guides RISC (AGO4)","Coral"
"570","sp|Q9NRR4|RNC_HUMAN","Peve_00039041",50.195,1024,434,12,413,1370,627,1640,0,1021,"peve","Q9NRR4","Human: RNase III – primary cleavage of pri-miRNA (Drosha)","Coral"
"571","sp|Q9UPY3|DICER_HUMAN","Peve_00022943",34.033,1096,615,21,42,1120,30,1034,0,599,"peve","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Coral"
"572","sp|Q9UPY3|DICER_HUMAN","Peve_00022943",43.28,372,161,9,1552,1912,1202,1534,2.96e-75,278,"peve","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Coral"
"573","sp|Q9UPY3|DICER_HUMAN","Peve_00022943",37.815,119,73,1,1284,1402,1053,1170,4.89e-17,88.6,"peve","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Coral"
"574","sp|Q9UPY3|DICER_HUMAN","Peve_00022943",36.842,57,29,2,1679,1733,1062,1113,3.3,33.1,"peve","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Coral"
"575","sp|Q8WYQ5|DGCR8_HUMAN","Peve_00031717",38.04,347,188,8,435,773,211,538,1.16e-61,217,"peve","Q8WYQ5","Human: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (DGCR8 / Pasha)","Coral"
"576","sp|Q8WYQ5|DGCR8_HUMAN","Peve_00031717",56,75,33,0,291,365,1,75,1.18e-19,93.6,"peve","Q8WYQ5","Human: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (DGCR8 / Pasha)","Coral"
"578","sp|Q9BXP5|SRRT_HUMAN","Peve_00014560",47.024,504,212,10,369,832,707,1195,6.05e-123,408,"peve","Q9BXP5","Humann: Zinc finger co-factor for DCL1-HYL1 complex (ARS2)","Coral"
"579","sp|Q9BXP5|SRRT_HUMAN","Peve_00014560",41.696,283,136,7,48,310,51,324,7.96e-54,204,"peve","Q9BXP5","Humann: Zinc finger co-factor for DCL1-HYL1 complex (ARS2)","Coral"
"580","sp|Q9HAV4|XPO5_HUMAN","Peve_00032268",33.486,1090,643,28,156,1204,2,1050,1.63e-169,530,"peve","Q9HAV4","Human: Nuclear export of pre-miRNA or miRNA (Exportin-5)","Coral"
"581","sp|Q5T8I9|HENMT_HUMAN","Peve_00023282",45.238,210,111,2,26,231,42,251,3.21e-61,206,"peve","Q5T8I9","Human: Methyltransferase — 2′-O-methylation of miRNAs (HENM1; for piRNAs)","Coral"
"582","sp|Q9UL18|AGO1_HUMAN","Peve_00006288",66.152,842,279,5,21,857,392,1232,0,1170,"peve","Q9UL18","Human: miRNA effector — guides RISC (AGO1)","Coral"
"583","sp|Q9UKV8|AGO2_HUMAN","Peve_00006288",67.095,857,275,6,8,859,378,1232,0,1192,"peve","Q9UKV8","Human: miRNA effector — guides RISC (AGO2)","Coral"
"584","sp|Q9SP32|DCL1_ARATH","Peve_00023970",30.866,878,510,27,249,1093,32,845,4.5e-86,312,"peve","Q9SP32","Plant: RNase III — cleaves pre-miRNA (DCL1)","Coral"
"585","sp|Q9SP32|DCL1_ARATH","Peve_00023970",34.845,419,219,9,1359,1740,1086,1487,1.58e-59,227,"peve","Q9SP32","Plant: RNase III — cleaves pre-miRNA (DCL1)","Coral"
"586","sp|Q9SP32|DCL1_ARATH","Peve_00023970",30.534,131,79,3,1221,1351,887,1005,1.06e-08,60.8,"peve","Q9SP32","Plant: RNase III — cleaves pre-miRNA (DCL1)","Coral"
"587","sp|O04492|DRB1_ARATH","Peve_00044098",39.394,66,35,1,103,168,577,637,2.84e-06,49.7,"peve","O04492","Plant: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (HYL1)","Coral"
"588","sp|O04492|DRB1_ARATH","Peve_00044098",41.791,67,34,2,17,83,577,638,0.00078,42,"peve","O04492","Plant: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (HYL1)","Coral"
"589","sp|O04492|DRB1_ARATH","Peve_00044098",35,80,44,2,16,95,394,465,0.001,41.2,"peve","O04492","Plant: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (HYL1)","Coral"
"590","sp|O04492|DRB1_ARATH","Peve_00044098",27.778,144,77,5,9,127,278,419,0.068,35.8,"peve","O04492","Plant: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (HYL1)","Coral"
"591","sp|Q9ZVD0|SRRT_ARATH","Peve_00014560",35.294,102,59,1,194,288,150,251,6.13e-11,66.6,"peve","Q9ZVD0","Plant: Zinc finger co-factor for DCL1-HYL1 complex (Serrate)","Coral"
"592","sp|Q9ZVD0|SRRT_ARATH","Peve_00014560",28.571,154,90,6,409,550,987,1132,0.011,39.7,"peve","Q9ZVD0","Plant: Zinc finger co-factor for DCL1-HYL1 complex (Serrate)","Coral"
"593","sp|Q0WP44|HASTY_ARATH","Peve_00032268",18.699,1107,714,35,152,1164,1,1015,2.05e-14,79,"peve","Q0WP44","Plant: Nuclear export of pre-miRNA or miRNA (Hasty)","Coral"
"594","sp|Q9C5Q8|HEN1_ARATH","Peve_00023282",34.962,266,143,8,678,929,24,273,3.73e-36,144,"peve","Q9C5Q8","Plant: Methyltransferase — 2′-O-methylation of miRNAs (Hen1)","Coral"
"595","sp|O04379|AGO1_ARATH","Peve_00006288",44.1,839,422,14,177,1003,392,1195,0,702,"peve","O04379","Plant: miRNA effector — guides RISC (AGO1)","Coral"
"596","sp|Q9ZVD5|AGO4_ARATH","Peve_00006288",34.286,875,472,27,33,877,380,1181,1.42e-133,431,"peve","Q9ZVD5","Plant: miRNA effector — guides RISC (AGO4)","Coral"
"597","sp|Q9NRR4|RNC_HUMAN","Pleurobrachia_pileus_1688",40.299,67,27,3,247,301,228,293,0.69,30.4,"pleu","Q9NRR4","Human: RNase III – primary cleavage of pri-miRNA (Drosha)","Ctenophore"
"598","sp|Q9UPY3|DICER_HUMAN","Pleurobrachia_pileus_882",38.75,80,47,2,499,576,202,281,4.87e-08,53.9,"pleu","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Ctenophore"
"599","sp|Q8WYQ5|DGCR8_HUMAN","Pleurobrachia_pileus_4845",24.793,121,79,2,109,217,42,162,0.009,35.8,"pleu","Q8WYQ5","Human: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (DGCR8 / Pasha)","Ctenophore"
"601","sp|Q9BXP5|SRRT_HUMAN","Pleurobrachia_pileus_872",38.824,170,100,2,149,314,49,218,1.76e-27,111,"pleu","Q9BXP5","Humann: Zinc finger co-factor for DCL1-HYL1 complex (ARS2)","Ctenophore"
"602","sp|Q9BXP5|SRRT_HUMAN","Pleurobrachia_pileus_872",38.655,119,69,2,414,528,222,340,1.24e-23,100,"pleu","Q9BXP5","Humann: Zinc finger co-factor for DCL1-HYL1 complex (ARS2)","Ctenophore"
"603","sp|Q9HAV4|XPO5_HUMAN","Pleurobrachia_pileus_4432",28.727,275,187,3,10,283,3,269,4.56e-33,126,"pleu","Q9HAV4","Human: Nuclear export of pre-miRNA or miRNA (Exportin-5)","Ctenophore"
"604","sp|Q5T8I9|HENMT_HUMAN","Pleurobrachia_pileus_5219",34.483,261,164,4,2,259,12,268,3.54e-42,146,"pleu","Q5T8I9","Human: Methyltransferase — 2′-O-methylation of miRNAs (HENM1; for piRNAs)","Ctenophore"
"605","sp|Q9UL18|AGO1_HUMAN","Pleurobrachia_pileus_682",43.046,302,163,5,175,475,5,298,5.05e-75,244,"pleu","Q9UL18","Human: miRNA effector — guides RISC (AGO1)","Ctenophore"
"606","sp|Q9UKV8|AGO2_HUMAN","Pleurobrachia_pileus_682",40.397,302,171,5,177,477,5,298,4.2e-68,225,"pleu","Q9UKV8","Human: miRNA effector — guides RISC (AGO2)","Ctenophore"
"607","sp|Q9SP32|DCL1_ARATH","Pleurobrachia_pileus_2524",35.922,103,56,3,666,768,89,181,4.51e-06,47.4,"pleu","Q9SP32","Plant: RNase III — cleaves pre-miRNA (DCL1)","Ctenophore"
"608","sp|O04492|DRB1_ARATH","Pleurobrachia_pileus_1927",27.778,54,39,0,158,211,209,262,0.51,28.9,"pleu","O04492","Plant: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (HYL1)","Ctenophore"
"609","sp|Q9ZVD0|SRRT_ARATH","Pleurobrachia_pileus_3460",36.538,52,33,0,198,249,132,183,1.02e-06,47.8,"pleu","Q9ZVD0","Plant: Zinc finger co-factor for DCL1-HYL1 complex (Serrate)","Ctenophore"
"610","sp|Q0WP44|HASTY_ARATH","Pleurobrachia_pileus_4432",26,200,142,4,11,206,6,203,4.87e-08,52.8,"pleu","Q0WP44","Plant: Nuclear export of pre-miRNA or miRNA (Hasty)","Ctenophore"
"611","sp|Q9C5Q8|HEN1_ARATH","Pleurobrachia_pileus_5219",30.29,241,148,7,693,928,38,263,1.57e-28,112,"pleu","Q9C5Q8","Plant: Methyltransferase — 2′-O-methylation of miRNAs (Hen1)","Ctenophore"
"612","sp|O04379|AGO1_ARATH","Pleurobrachia_pileus_683",41.494,241,117,6,674,909,32,253,4.99e-50,174,"pleu","O04379","Plant: miRNA effector — guides RISC (AGO1)","Ctenophore"
"613","sp|Q9ZVD5|AGO4_ARATH","Pleurobrachia_pileus_683",33.761,234,140,8,560,789,17,239,3.68e-32,122,"pleu","Q9ZVD5","Plant: miRNA effector — guides RISC (AGO4)","Ctenophore"
"614","sp|Q9NRR4|RNC_HUMAN","Porites_lobata_127533",68.687,99,31,0,883,981,2,100,7.18e-44,153,"plob","Q9NRR4","Human: RNase III – primary cleavage of pri-miRNA (Drosha)","Coral"
"615","sp|Q9NRR4|RNC_HUMAN","Porites_lobata_127533",50,18,9,0,1142,1159,83,100,0.83,30.4,"plob","Q9NRR4","Human: RNase III – primary cleavage of pri-miRNA (Drosha)","Coral"
"616","sp|Q9UPY3|DICER_HUMAN","Porites_lobata_25208",42.706,377,166,9,1547,1912,382,719,4.55e-80,280,"plob","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Coral"
"617","sp|Q9UPY3|DICER_HUMAN","Porites_lobata_25208",38.739,111,67,1,1292,1402,246,355,1.92e-17,87.4,"plob","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Coral"
"618","sp|Q9UPY3|DICER_HUMAN","Porites_lobata_25208",27.039,233,134,8,891,1122,13,210,8.04e-07,53.1,"plob","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Coral"
"619","sp|Q9UPY3|DICER_HUMAN","Porites_lobata_25208",36.842,57,29,2,1679,1733,247,298,0.81,33.5,"plob","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Coral"
"620","sp|Q9UPY3|DICER_HUMAN","Porites_lobata_25208",34.146,41,27,0,1313,1353,512,552,9.4,30,"plob","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Coral"
"621","sp|Q8WYQ5|DGCR8_HUMAN","Porites_lobata_18203",41.88,234,122,5,544,773,2,225,6.27e-48,168,"plob","Q8WYQ5","Human: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (DGCR8 / Pasha)","Coral"
"624","sp|Q9BXP5|SRRT_HUMAN","Porites_lobata_345",47.092,533,206,13,375,865,538,1036,4.95e-130,415,"plob","Q9BXP5","Humann: Zinc finger co-factor for DCL1-HYL1 complex (ARS2)","Coral"
"625","sp|Q9BXP5|SRRT_HUMAN","Porites_lobata_345",54.795,73,33,0,197,269,4,76,2.81e-19,92.4,"plob","Q9BXP5","Humann: Zinc finger co-factor for DCL1-HYL1 complex (ARS2)","Coral"
"626","sp|Q9HAV4|XPO5_HUMAN","Porites_lobata_11141",34.722,144,83,4,948,1085,1,139,8.91e-13,65.9,"plob","Q9HAV4","Human: Nuclear export of pre-miRNA or miRNA (Exportin-5)","Coral"
"627","sp|Q5T8I9|HENMT_HUMAN","Porites_lobata_12411",42.857,35,20,0,50,84,5,39,1.4,29.3,"plob","Q5T8I9","Human: Methyltransferase — 2′-O-methylation of miRNAs (HENM1; for piRNAs)","Coral"
"628","sp|Q9UL18|AGO1_HUMAN","Porites_lobata_5753",65.385,858,288,6,8,857,6,862,0,1170,"plob","Q9UL18","Human: miRNA effector — guides RISC (AGO1)","Coral"
"629","sp|Q9UKV8|AGO2_HUMAN","Porites_lobata_5753",67.456,845,269,5,20,859,19,862,0,1187,"plob","Q9UKV8","Human: miRNA effector — guides RISC (AGO2)","Coral"
"630","sp|Q9SP32|DCL1_ARATH","Porites_lobata_25208",34.086,487,260,13,1359,1798,251,723,1.21e-64,234,"plob","Q9SP32","Plant: RNase III — cleaves pre-miRNA (DCL1)","Coral"
"631","sp|Q9SP32|DCL1_ARATH","Porites_lobata_25208",32.061,131,77,2,1221,1351,52,170,0.001,42.7,"plob","Q9SP32","Plant: RNase III — cleaves pre-miRNA (DCL1)","Coral"
"632","sp|O04492|DRB1_ARATH","Porites_lobata_17719",39.394,66,35,1,103,168,246,306,6.47e-07,49.7,"plob","O04492","Plant: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (HYL1)","Coral"
"633","sp|O04492|DRB1_ARATH","Porites_lobata_17719",42.424,66,33,2,17,82,246,306,0.000142,42.4,"plob","O04492","Plant: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (HYL1)","Coral"
"634","sp|O04492|DRB1_ARATH","Porites_lobata_17719",37.313,67,40,1,16,82,63,127,0.000192,42,"plob","O04492","Plant: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (HYL1)","Coral"
"635","sp|Q9ZVD0|SRRT_ARATH","Porites_lobata_11734",37.313,67,38,1,194,256,149,215,2.94e-08,53.5,"plob","Q9ZVD0","Plant: Zinc finger co-factor for DCL1-HYL1 complex (Serrate)","Coral"
"636","sp|Q0WP44|HASTY_ARATH","Porites_lobata_65",19.388,294,202,7,53,339,42,307,0.008,39.3,"plob","Q0WP44","Plant: Nuclear export of pre-miRNA or miRNA (Hasty)","Coral"
"637","sp|Q9C5Q8|HEN1_ARATH","Porites_lobata_13789",33.333,84,45,4,252,327,423,503,0.12,35,"plob","Q9C5Q8","Plant: Methyltransferase — 2′-O-methylation of miRNAs (Hen1)","Coral"
"638","sp|O04379|AGO1_ARATH","Porites_lobata_5753",43.372,860,440,14,156,1003,1,825,0,702,"plob","O04379","Plant: miRNA effector — guides RISC (AGO1)","Coral"
"639","sp|Q9ZVD5|AGO4_ARATH","Porites_lobata_5753",34.262,861,472,25,47,877,15,811,2.49e-137,430,"plob","Q9ZVD5","Plant: miRNA effector — guides RISC (AGO4)","Coral"
"640","sp|Q9NRR4|RNC_HUMAN","Pocillopora_meandrina_HIv1___RNAseq.g7105.t1",55.42,904,355,12,505,1374,618,1507,0,1021,"pmea","Q9NRR4","Human: RNase III – primary cleavage of pri-miRNA (Drosha)","Coral"
"641","sp|Q9UPY3|DICER_HUMAN","Pocillopora_meandrina_HIv1___RNAseq.g17990.t1",36.5,1063,556,27,42,1083,17,981,3.12e-179,585,"pmea","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Coral"
"642","sp|Q9UPY3|DICER_HUMAN","Pocillopora_meandrina_HIv1___RNAseq.g17990.t1",43.631,369,171,7,1552,1913,1182,1520,3.62e-73,271,"pmea","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Coral"
"643","sp|Q9UPY3|DICER_HUMAN","Pocillopora_meandrina_HIv1___RNAseq.g17990.t1",46.237,93,49,1,1292,1384,1036,1127,3.85e-17,88.6,"pmea","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Coral"
"644","sp|Q9UPY3|DICER_HUMAN","Pocillopora_meandrina_HIv1___RNAseq.g17990.t1",26.596,94,62,2,1263,1353,1257,1346,3.1,32.7,"pmea","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Coral"
"645","sp|Q8WYQ5|DGCR8_HUMAN","Pocillopora_meandrina_HIv1___RNAseq.g22731.t1",35.062,482,280,11,289,750,123,591,7.35e-85,281,"pmea","Q8WYQ5","Human: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (DGCR8 / Pasha)","Coral"
"647","sp|Q9BXP5|SRRT_HUMAN","Pocillopora_meandrina_HIv1___RNAseq.g24969.t3",49.02,510,191,13,410,876,769,1252,3.65e-142,453,"pmea","Q9BXP5","Humann: Zinc finger co-factor for DCL1-HYL1 complex (ARS2)","Coral"
"648","sp|Q9BXP5|SRRT_HUMAN","Pocillopora_meandrina_HIv1___RNAseq.g24969.t3",42.484,306,125,13,1,269,1,292,9.46e-50,191,"pmea","Q9BXP5","Humann: Zinc finger co-factor for DCL1-HYL1 complex (ARS2)","Coral"
"649","sp|Q9HAV4|XPO5_HUMAN","Pocillopora_meandrina_HIv1___TS.g24628.t2",33.89,1257,736,27,13,1204,11,1237,0,716,"pmea","Q9HAV4","Human: Nuclear export of pre-miRNA or miRNA (Exportin-5)","Coral"
"650","sp|Q5T8I9|HENMT_HUMAN","Pocillopora_meandrina_HIv1___RNAseq.g7234.t1",34.181,354,201,7,26,369,34,365,5.49e-60,202,"pmea","Q5T8I9","Human: Methyltransferase — 2′-O-methylation of miRNAs (HENM1; for piRNAs)","Coral"
"651","sp|Q9UL18|AGO1_HUMAN","Pocillopora_meandrina_HIv1___RNAseq.g29941.t1",67.696,842,266,6,21,857,14,854,0,1203,"pmea","Q9UL18","Human: miRNA effector — guides RISC (AGO1)","Coral"
"652","sp|Q9UKV8|AGO2_HUMAN","Pocillopora_meandrina_HIv1___RNAseq.g29941.t1",69.586,845,251,5,20,859,11,854,0,1229,"pmea","Q9UKV8","Human: miRNA effector — guides RISC (AGO2)","Coral"
"653","sp|Q9SP32|DCL1_ARATH","Pocillopora_meandrina_HIv1___RNAseq.g17990.t1",31.395,860,480,26,249,1073,19,803,6.13e-89,321,"pmea","Q9SP32","Plant: RNase III — cleaves pre-miRNA (DCL1)","Coral"
"654","sp|Q9SP32|DCL1_ARATH","Pocillopora_meandrina_HIv1___RNAseq.g17990.t1",29.054,740,391,20,1173,1804,816,1529,2.03e-69,259,"pmea","Q9SP32","Plant: RNase III — cleaves pre-miRNA (DCL1)","Coral"
"655","sp|O04492|DRB1_ARATH","Pocillopora_meandrina_HIv1___RNAseq.g6627.t2",34.706,170,85,7,16,168,156,316,8.24e-08,54.7,"pmea","O04492","Plant: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (HYL1)","Coral"
"656","sp|O04492|DRB1_ARATH","Pocillopora_meandrina_HIv1___RNAseq.g6627.t2",35.294,68,44,0,16,83,6,73,0.004,39.7,"pmea","O04492","Plant: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (HYL1)","Coral"
